Airline ID,Flight Number,Departure Datetime,Arrival Datetime,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,flag_status
2,2704,2023-11-21 15:54:27,2023-05-19 13:59:15,05:09:24,01:08:25,Bztt,Owzje,Seatimx,First,313.02,No Extras,0,Confirmed,Gatefw,B,Claimndf,5.07,1,Locjtp,Typerrz,Yazl,Zjaf,Yes,Vegetarian,Not Available,False,True,False,0,Yes,2
15,7074,2023-09-17 13:43:12,2023-07-09 01:54:06,03:07:00,19:19:50,Baei,Iqusx,Seatfia,First,101.19,Extra Baggage,0,Pending,Gatewv,C,Claimqar,10.77,0,Locktg,Typefff,Uotz,Lsjg,Yes,Vegan,Available,False,True,True,2,No,10
18,3377,2023-12-13 02:35:21,2023-03-18 04:56:21,03:08:10,05:39:42,Bclr,Wqiuq,Seatofd,First,546.21,Extra Baggage,1323,Pending,Gatesl,C,Claimsug,10.16,1,Locgux,Typexlk,Zwyi,Avad,Yes,Non-Vegetarian,Available,True,False,True,2,Yes,2
11,9019,2023-03-28 21:06:45,2023-10-01 21:37:48,14:34:40,05:52:50,Bbjg,Ahsih,Seathrz,First,771.09,Meal,0,Cancelled,Gategw,C,Claimjpy,10.92,0,Locnrm,Typeeds,Pocy,Cpfp,No,Non-Vegetarian,Available,False,True,True,2,Yes,8
10,6274,2023-05-22 11:06:28,2023-06-15 15:56:41,05:33:38,08:24:55,Bvrp,Foofu,Seatgjr,Business,195.8,Extra Baggage,528,Cancelled,Gatevg,C,Claimysj,6.73,2,Lochoz,Typeovj,Hvbu,Ssin,Yes,Non-Vegetarian,Not Available,False,False,True,2,No,8
4,4231,2023-06-27 22:46:11,2023-08-24 11:38:13,15:18:58,14:03:37,Bmag,Orvxf,Seatzdi,Business,773.93,Meal,0,Pending,Gategh,A,Claimccy,9.67,0,Locvtf,Typetqe,Jsjb,Qxwb,Yes,No Meal,Available,False,True,True,0,Yes,8
5,7409,2023-09-02 10:36:21,2023-11-21 10:12:50,22:49:15,10:25:39,Bkfu,Wrrsz,Seatkhy,First,386.79,Extra Baggage,0,Cancelled,Gateyu,C,Claimlss,7.38,2,Lococv,Typeawl,Cqrr,Dfeb,Yes,Vegetarian,Available,False,False,False,2,Yes,8
4,3215,2023-07-09 17:13:15,2023-02-17 22:22:37,22:39:27,04:58:40,Bejc,Wxtzm,Seatroe,Economy,951.08,Extra Baggage,1859,Confirmed,Gatedn,C,Claimusk,7.73,1,Locous,Typedzn,Snxh,Ascx,No,Non-Vegetarian,Available,True,False,False,2,No,2
13,7288,2023-08-08 04:45:38,2023-05-21 03:26:54,23:08:22,09:44:52,Bole,Kofyw,Seatdkh,Business,132.67,No Extras,0,Cancelled,Gatesv,A,Claimcpw,4.61,1,Locgym,Typeuxo,Jxfl,Oyxv,Yes,Vegetarian,Available,False,True,True,0,Yes,2
13,7329,2023-12-09 20:56:33,2023-06-16 13:01:58,02:30:06,11:45:39,Bnlv,Kdopx,Seatbct,Economy,349.53,Extra Baggage,0,Cancelled,Gatefb,B,Claimyfa,6.77,1,Locxce,Typeest,Jqzi,Mzxz,No,Non-Vegetarian,Not Available,True,False,True,0,Yes,2
18,1885,2023-04-03 05:13:16,2023-11-21 00:06:26,12:12:06,20:44:20,Bkww,Nxweo,Seatgrl,Business,249.63,Extra Baggage,1497,Pending,Gategd,D,Claimhne,11.06,0,Locyux,Typekgb,Jlwy,Zvrx,No,No Meal,Not Available,False,False,True,1,No,8
2,1864,2023-02-09 09:41:09,2023-10-11 16:38:29,21:58:38,03:20:37,Bmjj,Zjfpp,Seatxvg,Business,902.04,No Extras,4210,Pending,Gatead,B,Claimwmo,6.5,2,Locgdc,Typewed,Dfsk,Vbfj,No,Non-Vegetarian,Available,True,False,True,2,No,8
16,7917,2023-12-18 23:31:31,2023-02-26 22:58:04,07:17:45,20:13:16,Bxun,Zsctr,Seatdap,First,315.27,No Extras,2110,Confirmed,Gatedy,D,Claimwzw,1.04,0,Lococg,Typectp,Hdlm,Bxcx,Yes,Non-Vegetarian,Not Available,True,False,True,0,No,10
1,4054,2023-01-29 04:32:42,2023-09-22 05:33:00,04:25:08,10:59:12,Btpl,Vsbia,Seatbzf,Business,302.35,Meal,1001,Cancelled,Gatepp,A,Claimnvv,7.23,0,Locwcs,Typeglh,Siam,Vdxa,No,Non-Vegetarian,Not Available,False,True,True,0,Yes,8
19,9977,2023-11-04 08:55:10,2023-04-05 23:01:01,19:46:05,04:00:46,Bwrx,Dyuvd,Seatazg,First,719.46,Meal,0,Cancelled,Gateod,B,Claimdxf,5.62,2,Locicm,Typexdf,Yojh,Hqqq,No,No Meal,Not Available,False,True,True,1,No,10
9,9648,2023-10-09 19:30:20,2023-07-09 22:29:34,23:26:46,20:46:35,Bdja,Zfwfv,Seathhb,Economy,951.64,Meal,0,Confirmed,Gatedp,B,Claimovn,11.05,0,Locbhi,Typezod,Pqfu,Ddwx,No,Vegan,Available,True,False,False,1,Yes,10
3,9536,2023-01-13 04:44:18,2023-05-25 16:01:51,05:00:49,07:38:34,Broq,Shhtx,Seatkmt,Economy,610.72,No Extras,0,Pending,Gategg,A,Claimfqy,4.09,1,Locyue,Typektg,Mtxw,Agae,No,Vegetarian,Not Available,False,True,True,1,Yes,0
7,1553,2023-06-30 16:30:37,2023-11-02 11:29:36,03:00:27,22:48:50,Buan,Miusg,Seatifw,Economy,944.81,Meal,0,Confirmed,Gatesf,D,Claimxfq,5.68,1,Lockgz,Typehht,Lywk,Rxkp,No,Vegetarian,Not Available,False,True,False,2,Yes,0
10,6116,2023-02-24 10:51:51,2023-01-31 02:15:42,19:18:42,02:56:22,Blyk,Thkcq,Seatupy,Business,675.13,Extra Baggage,0,Cancelled,Gatecz,A,Claimemb,9.24,2,Locsie,Typepww,Ksja,Emta,Yes,Vegetarian,Not Available,False,True,True,0,Yes,10
1,8683,2023-03-27 03:11:23,2023-02-10 09:07:09,11:22:34,15:44:38,Btzs,Efois,Seatdwx,First,237.28,Meal,0,Cancelled,Gateqg,A,Claimtra,11.43,1,Locozb,Typejwo,Qwxw,Khcn,Yes,Vegetarian,Available,True,True,True,2,Yes,3
10,1787,2023-12-18 13:47:20,2023-08-17 05:55:10,18:42:39,13:27:38,Bydq,Fhlzp,Seatvav,Business,757.33,No Extras,0,Pending,Gateed,B,Claimyog,4.24,0,Locbtq,Typeajc,Ldvu,Xwsm,Yes,Vegan,Available,False,True,False,1,No,10
9,9896,2023-11-27 14:29:34,2023-06-07 16:28:39,17:28:54,04:46:27,Brda,Tzzvc,Seatgpd,Business,331.62,No Extras,0,Confirmed,Gatehp,A,Claimuvw,5.28,1,Locbcm,Typemjj,Mgli,Obgx,No,No Meal,Available,False,True,False,0,No,2
15,5907,2023-12-03 12:04:06,2023-11-22 18:57:42,15:16:20,16:15:37,Bfga,Pzyok,Seatnno,Business,343.37,Meal,0,Cancelled,Gatenw,B,Claimnrw,10.79,2,Loclnd,Typezon,Iknn,Yjva,No,No Meal,Not Available,True,False,True,0,No,10
15,8190,2023-10-27 01:31:29,2023-08-05 20:12:43,15:09:42,16:53:39,Bfcw,Fbwgp,Seatqgc,First,818.36,Extra Baggage,0,Pending,Gatesj,D,Claimkef,10.12,2,Locfaq,Typewyy,Hthj,Acte,Yes,Non-Vegetarian,Not Available,False,True,False,2,No,10
3,1814,2023-03-11 10:04:55,2023-05-02 10:09:44,23:53:28,23:28:07,Bpbb,Amdav,Seatvvc,First,295.83,Meal,0,Cancelled,Gategz,C,Claimlhd,1.28,1,Locfql,Typevop,Pweb,Hlze,No,Non-Vegetarian,Available,True,True,True,0,Yes,1
5,9335,2023-11-14 02:12:26,2023-01-03 01:16:30,00:10:10,05:08:51,Bktk,Epsli,Seatruz,Business,366.59,Meal,1165,Confirmed,Gategz,A,Claimzqi,5.53,1,Lochld,Typeahe,Gafn,Xdea,No,No Meal,Not Available,False,True,False,1,Yes,2
9,3777,2023-10-17 23:39:08,2023-01-22 16:22:37,10:10:36,10:52:44,Bhsx,Yfvib,Seatcsx,Economy,987.83,Extra Baggage,2669,Pending,Gatewb,B,Claimvqz,5.35,2,Locppq,Typefwf,Qbbt,Kvbx,No,No Meal,Available,True,True,False,0,Yes,11
9,4766,2023-09-08 12:09:32,2023-02-10 03:43:58,23:57:25,16:34:59,Bwuo,Ajcxr,Seatzdu,First,211.54,No Extras,3727,Pending,Gatesc,B,Claimups,3.17,0,Locluz,Typeqpq,Cvao,Eihq,No,Vegan,Available,True,False,True,0,Yes,10
7,5958,2023-06-02 06:14:28,2023-09-18 00:44:02,03:18:04,22:24:25,Btnz,Xlonj,Seatpxq,Economy,650.52,Meal,2650,Cancelled,Gateks,C,Claimstc,6.22,1,Loccnn,Typekgm,Gbpy,Clwj,No,Vegan,Not Available,True,False,True,0,No,0
12,4825,2023-09-21 15:31:10,2023-04-26 09:41:47,23:59:15,21:16:18,Bzry,Fttlw,Seatgeo,Business,424.88,Extra Baggage,0,Confirmed,Gategm,B,Claimpqs,7.07,2,Locroo,Typeybt,Ukcc,Moqp,Yes,Vegetarian,Available,False,True,True,2,No,10
9,2216,2023-01-20 00:49:50,2023-07-11 22:41:27,14:15:15,18:40:59,Bteb,Widyd,Seatobr,Business,353.74,No Extras,0,Pending,Gatewd,A,Claimewy,4.56,2,Locohd,Typetwz,Pusr,Btjx,No,Non-Vegetarian,Not Available,False,False,False,2,No,8
6,5470,2023-04-30 05:45:18,2023-06-19 06:07:45,14:08:21,13:58:18,Bbbz,Bgykp,Seatxjt,Economy,176.37,Extra Baggage,0,Pending,Gateqn,D,Claimxrw,2.18,2,Locfhe,Typetah,Fskc,Gkdl,No,Non-Vegetarian,Available,True,True,True,0,Yes,9
2,7772,2023-04-06 09:33:46,2023-12-16 14:25:44,05:59:16,22:32:11,Bbil,Joblv,Seatnbj,Economy,555.9,No Extras,0,Cancelled,Gatevq,C,Claimghw,11.43,0,Locexz,Typewxj,Bzlx,Gcla,Yes,Vegetarian,Not Available,False,False,True,2,Yes,8
9,8717,2023-01-18 00:44:41,2023-03-08 07:09:20,12:57:56,07:52:17,Buvt,Vokjc,Seatzhl,Business,591.41,Extra Baggage,0,Confirmed,Gatewa,B,Claimtpn,6.81,2,Lociht,Typemto,Qlxa,Kcxt,Yes,Vegetarian,Not Available,False,False,False,1,No,8
17,9747,2023-10-31 18:33:24,2023-05-03 13:42:35,21:52:38,20:35:30,Brcs,Hutte,Seatovi,Economy,703.52,No Extras,4286,Cancelled,Gateyg,B,Claimnbp,10.87,1,Locchi,Typefiz,Tzel,Mkek,No,No Meal,Available,True,True,False,1,Yes,3
1,1862,2023-08-20 22:01:35,2023-03-06 03:00:25,03:03:38,10:39:23,Bpkz,Zkltk,Seatuqc,Business,798.59,Extra Baggage,305,Confirmed,Gatelm,B,Claimxki,4.25,1,Locsjt,Typebcg,Mrio,Kcyo,No,Non-Vegetarian,Not Available,True,False,False,1,No,2
19,7217,2023-12-22 18:58:25,2023-11-21 08:17:10,10:09:59,20:55:45,Bxxo,Fhmob,Seateje,Business,442.07,Extra Baggage,0,Confirmed,Gateyn,C,Claimpqu,1.35,2,Locijb,Typebem,Mbnx,Vtrn,Yes,No Meal,Available,False,False,False,2,Yes,10
6,6938,2023-04-12 05:14:39,2023-01-21 12:29:33,18:51:55,13:38:50,Bvkj,Wftbo,Seatwei,Business,561.68,Extra Baggage,0,Pending,Gatefy,C,Claimzmq,3.0,2,Locphs,Typemdy,Rjoe,Plre,Yes,Non-Vegetarian,Available,False,False,True,0,Yes,10
5,3355,2023-11-23 08:42:03,2023-06-18 09:38:01,06:14:49,00:04:29,Bxsw,Akhxi,Seatxev,First,111.93,Extra Baggage,0,Pending,Gatevw,C,Claimbuv,9.92,2,Locqwv,Typexoc,Uyee,Keob,Yes,Non-Vegetarian,Not Available,True,False,False,2,No,10
2,3395,2023-07-08 14:51:55,2023-03-19 11:17:17,13:21:11,21:55:01,Beni,Oeidj,Seatwwn,First,446.36,Meal,2076,Pending,Gateug,D,Claimeup,3.81,2,Locplu,Typehav,Pfdb,Qbwd,Yes,Vegetarian,Not Available,True,True,True,0,Yes,11
9,9667,2023-01-05 22:45:31,2023-06-28 22:06:56,03:26:34,15:45:32,Byuf,Desum,Seatisu,Economy,175.35,No Extras,2096,Cancelled,Gatekb,D,Claimhss,7.83,1,Locxjq,Typemvo,Pfiv,Qwep,No,Non-Vegetarian,Not Available,False,False,False,2,No,0
14,1524,2023-03-30 08:36:51,2023-02-13 03:06:54,04:00:17,23:04:34,Baln,Uklnm,Seatwfd,Business,50.69,Meal,3757,Pending,Gateny,D,Claimuam,5.38,1,Loccqo,Typejnm,Ixwb,Lnpq,No,Non-Vegetarian,Not Available,False,True,True,2,Yes,2
4,1561,2023-06-26 09:06:36,2023-12-05 11:07:33,07:44:09,15:36:07,Bdoq,Zdmeu,Seatdoe,Business,106.76,Meal,0,Cancelled,Gatevq,A,Claimdet,8.8,2,Locbms,Typelbo,Ejyi,Aydh,Yes,Vegan,Not Available,False,True,False,2,Yes,8
4,9167,2023-10-12 23:38:50,2023-05-14 22:14:24,09:46:47,06:44:44,Btla,Ialwq,Seatmms,Economy,73.48,No Extras,483,Pending,Gateqy,D,Claimjnc,3.58,1,Locyrz,Typecdw,Kldx,Jhtf,No,Vegetarian,Available,False,True,True,1,No,2
15,9113,2023-09-28 05:27:16,2023-07-01 18:47:08,17:07:49,09:05:44,Bmjd,Asely,Seateno,First,422.67,No Extras,0,Pending,Gatehk,B,Claimcpm,4.51,1,Locvxd,Typetvk,Hqbu,Xvtg,No,No Meal,Available,True,False,False,2,Yes,2
8,8416,2023-11-02 22:37:57,2023-01-05 23:27:15,06:44:50,06:07:00,Bfir,Ylkpq,Seatrhq,Economy,415.12,Extra Baggage,0,Cancelled,Gateyf,A,Claimyxn,3.66,0,Locxnx,Typephu,Ivsg,Dsyp,Yes,Non-Vegetarian,Available,False,True,False,2,No,10
4,5664,2023-07-17 18:07:16,2023-11-19 04:57:26,04:11:55,01:52:52,Bbfk,Ckqao,Seatrhn,First,239.04,Meal,0,Pending,Gateyg,A,Claimuwy,3.86,0,Locmox,Typeloe,Vttv,Yhis,Yes,Non-Vegetarian,Available,True,True,True,2,No,9
16,2205,2023-12-27 17:13:45,2023-04-05 16:26:41,09:05:52,14:25:03,Bzmf,Irafb,Seaterg,First,491.93,No Extras,0,Pending,Gateqd,C,Claimbhq,5.75,0,Locfdr,Typeahh,Ydsj,Mhnz,Yes,Vegetarian,Not Available,False,False,False,0,No,10
4,3238,2023-07-17 19:01:14,2023-11-02 16:03:14,12:53:22,10:47:06,Blsr,Eczeh,Seatrss,Economy,125.55,Extra Baggage,0,Cancelled,Gateps,D,Claimouq,2.74,2,Loceud,Typewnj,Dpyy,Kjda,Yes,Vegetarian,Available,True,False,True,1,Yes,8
16,2160,2023-02-14 00:03:43,2023-10-05 10:13:55,06:44:01,19:27:38,Bslt,Fkkkh,Seatpox,Economy,327.25,No Extras,0,Pending,Gateda,C,Claimkof,1.28,0,Locisi,Typehfd,Qpur,Gzsd,Yes,Vegan,Not Available,False,False,False,0,No,8
12,6239,2023-11-16 10:04:30,2023-03-26 02:11:27,13:37:01,00:36:03,Bmtw,Fpttz,Seatkbg,First,93.17,Extra Baggage,0,Confirmed,Gateqt,B,Claimodi,11.44,1,Locggb,Typeiso,Tkot,Zwrv,Yes,Non-Vegetarian,Available,False,False,True,2,Yes,2
16,7974,2023-09-01 00:04:48,2023-07-25 15:07:33,10:36:37,14:17:15,Bdzv,Zchmj,Seatyzu,Business,56.37,Meal,3573,Pending,Gatewt,C,Claimtzm,2.13,2,Locuyr,Typeioc,Ritp,Tjlu,Yes,Vegan,Available,True,True,False,0,No,11
19,1071,2023-05-18 01:11:44,2023-04-18 02:35:08,17:47:59,15:21:48,Bfmj,Yhyjm,Seataeo,Economy,607.68,Extra Baggage,0,Cancelled,Gatern,A,Claimemm,3.95,2,Locstm,Typeice,Kezy,Ltcq,No,Vegetarian,Available,True,False,True,2,No,10
8,1754,2023-09-17 01:57:18,2023-10-22 07:57:31,10:08:53,22:31:53,Bcio,Ycdpc,Seatsgz,Business,731.42,No Extras,4320,Cancelled,Gatetp,A,Claimdlr,9.34,0,Locvia,Typekpk,Ujbj,Nfsv,Yes,Non-Vegetarian,Available,False,False,True,0,Yes,8
6,8298,2023-06-02 08:22:26,2023-02-05 07:53:28,21:38:17,01:09:23,Bzez,Uislf,Seatqgx,Business,295.67,Extra Baggage,0,Confirmed,Gateue,D,Claimjhr,8.06,1,Loczva,Typenel,Engx,Nwil,Yes,No Meal,Not Available,True,False,False,2,No,2
10,7600,2023-07-05 21:24:08,2023-12-12 07:44:35,20:39:41,12:09:10,Byzv,Dnahs,Seatsoy,Economy,708.11,Extra Baggage,0,Cancelled,Gateyb,C,Claimvwy,9.78,1,Lockis,Typeqlk,Zksz,Fhck,No,Vegan,Available,True,False,True,0,Yes,0
5,9152,2023-09-26 10:32:10,2023-05-30 09:58:22,22:01:23,04:12:52,Bviz,Phehq,Seatxyo,First,646.46,No Extras,0,Pending,Gatekv,B,Claimjkf,5.32,2,Locdkb,Typezzm,Qlch,Edzb,No,No Meal,Not Available,True,False,False,2,Yes,10
18,9243,2023-08-04 20:12:01,2023-02-22 16:55:07,23:04:53,10:20:54,Bomu,Fcutk,Seatqxy,First,786.73,No Extras,2811,Cancelled,Gatepy,B,Claimzog,6.62,0,Locqor,Typeomc,Cnvb,Ykdp,No,Vegetarian,Not Available,False,True,False,0,No,10
10,3621,2023-10-23 21:44:41,2023-08-31 12:02:46,18:40:03,16:31:35,Bcsb,Myswt,Seatncv,Economy,245.15,Extra Baggage,3858,Pending,Gatesg,A,Claimdax,3.97,2,Locpyi,Typepzr,Bsme,Rgng,Yes,Non-Vegetarian,Not Available,True,False,False,0,Yes,10
10,4190,2023-06-16 07:37:24,2023-01-06 23:45:55,13:02:43,22:10:31,Brnv,Czstg,Seattdv,Economy,506.77,No Extras,0,Cancelled,Gatebu,C,Claimnjy,1.41,2,Locyug,Typeclu,Rfiy,Dmve,No,No Meal,Not Available,True,False,False,1,No,10
7,4948,2023-09-27 09:29:12,2023-02-06 20:48:53,08:37:14,22:01:13,Bxmx,Kioll,Seatehg,Business,250.34,No Extras,0,Cancelled,Gateas,C,Claimzmx,3.25,1,Locxyi,Typexup,Mawa,Sryr,No,Vegetarian,Available,False,False,True,0,No,2
18,2287,2023-03-14 11:01:58,2023-11-03 23:30:44,03:55:43,03:00:53,Bhjw,Fqxri,Seatoln,Business,877.13,No Extras,0,Pending,Gateuv,B,Claimord,10.9,2,Lochda,Typewoo,Azot,Irza,Yes,Vegetarian,Not Available,False,False,False,2,No,8
1,6358,2023-07-01 18:46:02,2023-10-06 20:09:15,19:07:37,16:08:36,Bbjb,Ksjkw,Seatloo,Economy,663.18,Extra Baggage,0,Cancelled,Gateff,B,Claimrkj,11.45,2,Locrdu,Typenmh,Loqn,Ylcn,Yes,Non-Vegetarian,Not Available,True,False,True,1,Yes,8
7,8518,2023-10-27 13:40:23,2023-04-09 16:59:55,19:21:02,11:55:26,Bzwd,Fipcp,Seathzs,Business,131.0,Extra Baggage,0,Cancelled,Gateac,C,Claimumv,8.05,0,Locwur,Typeuma,Cwst,Thxn,Yes,No Meal,Available,False,True,True,2,Yes,10
1,8036,2023-07-20 10:42:41,2023-12-09 01:28:26,05:19:37,23:25:46,Bviu,Rspde,Seatlku,Business,397.56,Meal,0,Cancelled,Gateca,B,Claimnhf,11.04,2,Loclrz,Typemfs,Vzjz,Jmep,No,No Meal,Not Available,True,True,True,1,Yes,9
15,5780,2023-09-28 14:35:16,2023-08-23 19:16:09,20:47:15,04:28:17,Bjdc,Vwjsy,Seature,Business,86.43,Meal,0,Confirmed,Gatefz,D,Claimcwz,2.33,0,Locguq,Typeacj,Vgtz,Dpui,No,Vegan,Not Available,True,False,False,1,No,10
4,2772,2023-12-15 20:01:44,2023-02-07 08:06:43,12:47:31,18:00:59,Bgww,Schzs,Seatvgu,Economy,985.54,Meal,0,Confirmed,Gatelr,A,Claimxlv,9.35,0,Locyal,Typeqly,Fudu,Nknz,No,Vegan,Not Available,True,False,True,0,No,10
10,4902,2023-01-31 12:11:12,2023-05-22 08:22:46,19:55:21,14:33:18,Bpem,Wqaum,Seatyur,First,832.15,Meal,0,Cancelled,Gateqh,B,Claimgtt,9.71,1,Locvtd,Typeyfw,Sgri,Kqts,No,Vegan,Available,True,True,True,0,No,1
9,6726,2023-07-08 19:46:56,2023-10-18 03:04:53,14:42:17,10:15:51,Bjxb,Yklxb,Seathmo,Business,385.29,No Extras,4366,Pending,Gateaf,B,Claimiyh,9.92,2,Loczuh,Typerjp,Wmat,Gyek,No,No Meal,Not Available,True,False,False,2,No,8
2,7200,2023-11-07 14:58:07,2023-12-14 17:49:19,16:36:18,07:34:13,Bpta,Xjipd,Seatwxx,First,415.1,Extra Baggage,0,Cancelled,Gatezz,D,Claimrai,10.45,2,Locmyi,Typeqwz,Ndnh,Dags,Yes,No Meal,Available,False,True,False,2,No,8
14,4138,2023-10-13 10:08:09,2023-02-14 03:04:38,20:33:13,22:05:00,Bfvs,Pydxw,Seateob,Business,400.99,Extra Baggage,0,Pending,Gategj,D,Claimnsw,4.14,0,Locwge,Typeklt,Rcfh,Foks,No,No Meal,Not Available,False,False,True,0,Yes,10
16,8213,2023-02-21 12:12:23,2023-09-03 23:25:09,04:25:42,21:47:28,Bael,Goyxk,Seatecy,Economy,674.66,Extra Baggage,702,Pending,Gatean,D,Claimpiq,3.77,0,Lockxm,Typemlb,Fkty,Rair,No,Vegetarian,Available,True,True,True,0,No,9
1,3416,2023-11-27 03:44:17,2023-09-11 08:34:07,18:47:39,17:36:14,Bqsh,Jjfte,Seatuwd,First,380.75,Extra Baggage,0,Confirmed,Gatepn,D,Claimpfg,8.87,1,Locaox,Typeycj,Neig,Odyd,No,Non-Vegetarian,Not Available,False,True,False,0,No,2
2,8051,2023-04-09 10:21:12,2023-08-19 03:12:43,04:58:14,11:22:26,Bjyc,Tavyo,Seatzfo,Economy,251.77,Meal,0,Cancelled,Gatejc,B,Claimovo,5.5,1,Lockjc,Typetdj,Roko,Myhw,Yes,Vegetarian,Not Available,False,True,False,2,No,0
7,2584,2023-03-23 05:44:08,2023-02-15 19:10:57,14:58:47,21:17:32,Bigx,Wzndl,Seatdvd,Economy,304.62,Meal,0,Confirmed,Gatemt,B,Claimxeg,11.82,0,Loctbp,Typeybb,Fqmt,Sihm,Yes,Non-Vegetarian,Not Available,True,False,False,1,Yes,10
10,2046,2023-09-13 04:50:43,2023-10-25 12:25:49,15:36:00,10:11:00,Bfom,Oqpoh,Seatbyo,First,805.82,Extra Baggage,0,Cancelled,Gateki,C,Claimkwn,11.81,2,Locnur,Typexwy,Tehj,Rcim,Yes,Vegan,Available,True,True,False,1,Yes,9
1,7984,2023-06-01 22:47:29,2023-06-10 04:16:54,10:03:10,14:25:31,Bnez,Lrnbw,Seatpnh,Economy,147.76,Extra Baggage,0,Cancelled,Gategu,A,Claimwsx,6.78,1,Locopj,Typezvz,Zrgi,Pwvo,No,Vegan,Not Available,True,True,False,2,Yes,1
13,3165,2023-10-24 10:34:58,2023-07-29 20:35:27,02:20:31,20:02:15,Bxbg,Lxbrd,Seattvv,First,458.59,No Extras,0,Cancelled,Gatenv,B,Claimhno,11.54,2,Locrwq,Typewbe,Area,Pami,No,Vegan,Available,True,True,True,0,Yes,11
1,6719,2023-09-03 05:29:45,2023-10-12 01:13:59,15:56:34,02:24:06,Bapg,Yihgm,Seatsut,First,425.99,Meal,432,Cancelled,Gategw,B,Claimyrx,11.4,2,Locmqt,Typetbr,Boyn,Hyiv,No,Vegan,Available,True,True,True,1,Yes,9
5,8222,2023-10-24 20:18:56,2023-09-25 13:21:10,16:03:39,14:39:46,Boft,Xllwm,Seatmwe,Economy,579.1,No Extras,0,Pending,Gatehm,C,Claimved,1.5,0,Locufl,Typegpg,Prnq,Mhwj,Yes,Vegan,Available,True,True,False,2,Yes,11
16,2176,2023-01-26 14:01:38,2023-02-04 14:18:43,08:58:58,06:23:58,Bsiv,Sdbxm,Seatvrp,Economy,107.64,Extra Baggage,0,Pending,Gatezy,A,Claimpou,7.89,0,Locxff,Typeuzx,Xfqh,Qzwo,No,Non-Vegetarian,Not Available,False,False,False,0,Yes,8
15,7411,2023-01-24 07:22:28,2023-09-28 17:53:55,08:46:23,05:27:10,Bfqe,Kxgig,Seatney,Economy,81.87,Extra Baggage,744,Cancelled,Gatecv,B,Claimqre,3.96,0,Locszt,Typehmj,Ywtk,Cysy,Yes,Vegan,Not Available,True,False,False,1,No,8
17,9074,2023-08-31 11:46:26,2023-09-23 14:30:19,03:51:53,21:52:38,Bogn,Cxcaa,Seatxos,Economy,709.9,Meal,1089,Cancelled,Gatekw,D,Claimdyz,4.14,2,Loculr,Typejvv,Rcih,Maeh,Yes,No Meal,Not Available,False,True,True,1,Yes,8
16,4288,2023-05-12 10:20:34,2023-05-13 16:19:48,04:07:40,01:11:44,Btry,Tnbkj,Seatdzt,Business,546.97,No Extras,870,Pending,Gatekg,D,Claimglr,3.58,1,Locfph,Typeank,Qzeu,Gtfy,Yes,No Meal,Not Available,True,True,True,1,No,1
13,2315,2023-01-13 00:30:17,2023-07-23 12:23:09,09:08:44,15:49:08,Bvyx,Okhaf,Seatgwx,Business,165.19,No Extras,0,Confirmed,Gateov,A,Claimvrm,1.27,0,Locyof,Typevjs,Vqzt,Ypuc,Yes,No Meal,Not Available,False,True,True,2,No,8
11,1892,2023-03-25 03:27:49,2023-02-13 23:11:36,20:18:54,06:06:47,Bqrb,Thsuw,Seatqls,Business,415.86,Extra Baggage,0,Confirmed,Gatelr,A,Claimsso,6.97,1,Locnmg,Typekcb,Bexx,Iyqh,No,Vegetarian,Not Available,False,True,False,1,Yes,2
17,6169,2023-04-06 05:31:30,2023-05-26 08:23:32,10:25:29,15:08:11,Brnd,Qndbp,Seatoid,First,547.76,Meal,0,Confirmed,Gategv,C,Claimhxr,7.84,2,Locthv,Typekzw,Jxew,Bagj,Yes,Vegan,Not Available,False,False,False,2,No,8
17,9298,2023-08-02 16:06:06,2023-02-27 13:23:13,09:00:53,04:03:50,Bgga,Tbknr,Seatvec,First,385.56,No Extras,0,Cancelled,Gatezf,A,Claimygm,3.2,2,Locxam,Typeyih,Ouhl,Tpbd,Yes,Vegan,Available,False,False,True,1,Yes,10
2,4080,2023-08-28 08:11:04,2023-07-05 20:26:44,21:15:11,09:34:49,Bhtx,Jwxlk,Seatybo,Business,158.26,No Extras,3425,Cancelled,Gateps,C,Claimjcl,9.59,2,Locony,Typepzd,Etit,Ynqb,Yes,Non-Vegetarian,Available,True,False,False,0,No,10
13,9936,2023-05-17 17:48:33,2023-09-18 18:14:20,15:06:29,23:19:06,Bjig,Wixph,Seatulo,First,192.97,No Extras,0,Cancelled,Gatedn,B,Claimfsu,10.0,1,Locaul,Typekpz,Ezlo,Jliq,Yes,No Meal,Not Available,False,True,True,1,Yes,0
14,7466,2023-12-13 06:58:24,2023-12-17 14:28:18,23:54:50,15:30:01,Bclc,Veooq,Seatqmj,Economy,283.07,Extra Baggage,0,Pending,Gatetv,C,Claimzbs,6.96,2,Locwkz,Typepho,Dquw,Lnxu,No,No Meal,Available,True,True,False,0,Yes,9
